food_name,serving_size_g,calories,protein,fat,carbohydrates,sugar,sodium,fiber,calories_from_macro,protein_per_calorie,fat_per_calorie,carbs_per_calorie,calorie_category,is_high_protein,is_high_fiber,is_high_sodium
sinole sultra,100.0,285.0,4.5,7.5,48.5,18.5,65.0,1.5,279.5,0.0158,0.0263,0.1702,sedang,0,0,0
sinonggi,100.0,215.0,0.5,0.2,53.5,0.5,8.0,1.5,217.8,0.0023,0.0009,0.2488,sedang,0,0,0
siomay babi,100.0,245.0,13.5,11.5,18.5,2.5,580.0,1.0,231.5,0.0551,0.0469,0.0755,sedang,0,0,0
siomay bandung,100.0,215.0,12.5,8.5,22.5,2.5,520.0,1.2,216.5,0.0581,0.0395,0.1047,sedang,0,0,0
siomay ikan tenggiri,100.0,215.0,12.5,8.5,22.5,2.0,580.0,1.5,216.5,0.0581,0.0395,0.1047,sedang,0,0,0
siomay mentah,100.0,215.0,11.5,9.5,18.5,2.0,580.0,1.5,205.5,0.0535,0.0442,0.086,sedang,0,0,0
sirsak,100.0,66.0,1.0,0.3,16.8,13.5,14.0,3.3,73.9,0.0152,0.0045,0.2545,rendah,0,0,0
sirsak mawar,100.0,65.0,1.0,0.3,16.5,13.0,14.0,3.3,72.7,0.0154,0.0046,0.2538,rendah,0,0,0
sirsak ratu,100.0,66.0,1.0,0.3,16.8,13.5,14.0,3.3,73.9,0.0152,0.0045,0.2545,rendah,0,0,0
sirup buah merah,100.0,285.0,1.5,4.5,60.5,50.5,25.0,1.5,288.5,0.0053,0.0158,0.2123,sedang,0,0,0
songkolo bagadang,100.0,245.0,5.5,6.5,38.5,2.5,380.0,1.5,234.5,0.0224,0.0265,0.1571,sedang,0,0,0
sop konro bakar,100.0,245.0,16.5,14.5,8.5,1.8,540.0,1.5,230.5,0.0673,0.0592,0.0347,sedang,1,0,0
sop saudara,100.0,215.0,14.5,12.5,8.5,1.5,540.0,1.2,204.5,0.0674,0.0581,0.0395,sedang,0,0,0
sosis ayam,100.0,245.0,14.5,16.5,9.5,1.5,720.0,0.5,244.5,0.0592,0.0673,0.0388,sedang,0,0,1
sosis ikan,100.0,195.0,13.5,9.5,12.5,1.5,720.0,0.5,189.5,0.0692,0.0487,0.0641,sedang,0,0,1
sosis sapi,100.0,285.0,13.5,22.5,7.5,1.5,850.0,0.5,286.5,0.0474,0.0789,0.0263,sedang,0,0,1
soto ayam,100.0,130.0,9.5,6.2,9.8,1.0,620.0,0.8,133.0,0.0731,0.0477,0.0754,sedang,0,0,1
soto babat,100.0,165.0,11.5,8.5,9.5,1.0,620.0,0.9,160.5,0.0697,0.0515,0.0576,sedang,0,0,1
soto bandung,100.0,155.0,10.5,7.2,10.0,1.2,590.0,1.0,146.8,0.0677,0.0465,0.0645,sedang,0,0,0
soto banjar,100.0,148.0,9.8,7.5,9.0,1.0,580.0,0.8,142.7,0.0662,0.0507,0.0608,sedang,0,0,0
soto betawi,100.0,245.0,12.3,18.4,6.8,1.8,690.0,0.9,242.0,0.0502,0.0751,0.0278,sedang,0,0,1
soto blora,100.0,155.0,10.5,7.5,9.5,1.0,620.0,0.9,147.5,0.0677,0.0484,0.0613,sedang,0,0,1
soto daging,100.0,215.0,14.5,12.5,8.5,1.5,620.0,0.9,204.5,0.0674,0.0581,0.0395,sedang,0,0,1
soto kaki sapi,100.0,235.0,14.5,13.5,8.5,1.5,720.0,1.0,213.5,0.0617,0.0574,0.0362,sedang,0,0,1
soto kambing,100.0,245.0,14.5,16.5,8.5,1.5,620.0,1.0,240.5,0.0592,0.0673,0.0347,sedang,0,0,1
soto kediri,100.0,155.0,10.5,7.5,9.5,1.0,620.0,0.9,147.5,0.0677,0.0484,0.0613,sedang,0,0,1
soto kemiri pati,100.0,175.0,9.5,9.8,10.5,1.0,580.0,1.0,168.2,0.0543,0.056,0.06,sedang,0,0,0
soto kudus,100.0,152.0,10.0,7.8,9.0,1.0,600.0,0.8,146.2,0.0658,0.0513,0.0592,sedang,0,0,1
soto lamongan,100.0,168.0,11.0,9.2,9.5,1.2,640.0,0.9,164.8,0.0655,0.0548,0.0565,sedang,0,0,1
soto madura,100.0,155.0,10.5,8.5,8.5,1.0,650.0,0.8,152.5,0.0677,0.0548,0.0548,sedang,0,0,1
soto makassar,100.0,235.0,13.5,16.0,7.5,1.5,680.0,0.9,228.0,0.0574,0.0681,0.0319,sedang,0,0,1
soto mbah giyem boyolali,100.0,165.0,11.5,8.5,9.5,1.0,620.0,0.9,160.5,0.0697,0.0515,0.0576,sedang,0,0,1
soto mie betawi,100.0,285.0,11.8,10.5,32.0,2.0,650.0,1.5,269.7,0.0414,0.0368,0.1123,sedang,0,0,1
soto mie bogor,100.0,285.0,11.8,10.5,32.0,2.0,650.0,1.5,269.7,0.0414,0.0368,0.1123,sedang,0,0,1
soto pacitan,100.0,155.0,10.5,7.5,9.5,1.0,620.0,0.9,147.5,0.0677,0.0484,0.0613,sedang,0,0,1
soto padang,100.0,225.0,14.0,14.5,8.0,1.2,710.0,0.9,218.5,0.0622,0.0644,0.0356,sedang,0,0,1
soto pekalongan tauto,100.0,165.0,11.5,8.5,9.5,1.0,620.0,0.9,160.5,0.0697,0.0515,0.0576,sedang,0,0,1
soto rangkayo basa,100.0,215.0,13.5,12.5,8.5,1.5,720.0,0.9,200.5,0.0628,0.0581,0.0395,sedang,0,0,1
soto sapi,100.0,215.0,14.5,12.5,8.5,1.5,620.0,0.9,204.5,0.0674,0.0581,0.0395,sedang,0,0,1
soto sokaraja,100.0,160.0,10.5,8.5,9.5,1.2,620.0,0.9,156.5,0.0656,0.0531,0.0594,sedang,0,0,1
soto sulung surabaya,100.0,165.0,10.0,9.0,9.5,1.0,620.0,0.9,159.0,0.0606,0.0545,0.0576,sedang,0,0,1
soto tangkar,100.0,220.0,13.5,13.8,7.8,1.5,700.0,0.9,209.4,0.0614,0.0627,0.0355,sedang,0,0,1
sotong,100.0,85.0,16.5,1.2,2.5,0.0,62.0,0.0,86.8,0.1941,0.0141,0.0294,rendah,1,0,0
soun,100.0,351.0,0.4,0.0,86.1,0.0,14.0,0.5,346.0,0.0011,0.0,0.2453,tinggi,0,0,0
srikaya,100.0,94.0,2.1,0.3,23.6,17.5,4.0,4.4,105.5,0.0223,0.0032,0.2511,rendah,0,0,0
srombotan,100.0,95.0,4.5,4.5,9.5,2.5,320.0,3.0,96.5,0.0474,0.0474,0.1,rendah,0,0,0
stroberi,100.0,32.0,0.7,0.3,7.7,4.9,1.0,2.0,36.3,0.0219,0.0094,0.2406,rendah,0,0,0
sukun goreng,100.0,235.0,3.5,9.5,38.5,5.5,145.0,5.5,253.5,0.0149,0.0404,0.1638,sedang,0,1,0
sumsum sapi,100.0,786.0,7.5,84.0,0.0,0.0,52.0,0.0,786.0,0.0095,0.1069,0.0,sangat tinggi,0,0,0
sup tunjang riau,100.0,245.0,16.5,14.5,8.5,1.5,580.0,1.2,230.5,0.0673,0.0592,0.0347,sedang,1,0,0
surabi,100.0,215.0,4.5,6.5,32.5,8.5,95.0,1.5,206.5,0.0209,0.0302,0.1512,sedang,0,0,0
sus indonesia,100.0,285.0,8.5,14.5,28.5,8.5,145.0,1.0,278.5,0.0298,0.0509,0.1,sedang,0,0,0
susu uht plain,100.0,61.0,3.2,3.3,4.8,5.0,43.0,0.0,61.7,0.0525,0.0541,0.0787,rendah,0,0,0
susu bubuk full cream,100.0,496.0,26.3,26.7,38.4,38.4,371.0,0.0,499.1,0.053,0.0538,0.0774,tinggi,1,0,0
susu cokelat,100.0,195.0,5.5,6.5,28.5,22.5,95.0,1.5,194.5,0.0282,0.0333,0.1462,sedang,0,0,0
susu evaporasi,100.0,134.0,6.8,7.6,10.0,10.0,106.0,0.0,135.6,0.0507,0.0567,0.0746,sedang,0,0,0
susu kacang almond,100.0,17.0,0.6,1.5,0.6,0.0,63.0,0.4,18.3,0.0353,0.0882,0.0353,rendah,0,0,0
susu kacang hijau,100.0,65.0,3.0,1.5,9.5,5.5,25.0,0.8,63.5,0.0462,0.0231,0.1462,rendah,0,0,0
susu kambing,100.0,69.0,3.6,4.1,4.5,4.5,50.0,0.0,69.3,0.0522,0.0594,0.0652,rendah,0,0,0
susu kedelai,100.0,54.0,3.3,1.8,6.3,4.0,51.0,0.6,54.6,0.0611,0.0333,0.1167,rendah,0,0,0
susu kental manis,100.0,321.0,7.9,8.7,54.4,54.4,127.0,0.0,327.5,0.0246,0.0271,0.1695,tinggi,0,0,0
susu murni segar,100.0,165.0,5.5,7.5,18.5,14.5,95.0,0.5,163.5,0.0333,0.0455,0.1121,sedang,0,0,0
susu sapi segar,100.0,61.0,3.2,3.3,4.8,5.0,43.0,0.0,61.7,0.0525,0.0541,0.0787,rendah,0,0,0
susu skim,100.0,34.0,3.4,0.1,5.0,5.0,42.0,0.0,34.5,0.1,0.0029,0.1471,rendah,0,0,0
suweg,100.0,69.0,1.0,0.1,15.7,0.5,8.0,1.5,67.7,0.0145,0.0014,0.2275,rendah,0,0,0
tahu acar,100.0,145.0,9.5,5.5,14.5,4.5,480.0,1.5,145.5,0.0655,0.0379,0.1,sedang,0,0,0
tahu aci,100.0,195.0,6.5,8.5,24.5,1.5,420.0,1.5,200.5,0.0333,0.0436,0.1256,sedang,0,0,0
tahu bacem,100.0,165.0,9.5,7.5,14.5,8.5,380.0,1.5,163.5,0.0576,0.0455,0.0879,sedang,0,0,0
tahu balado,100.0,165.0,9.5,9.5,9.5,3.5,480.0,1.0,161.5,0.0576,0.0576,0.0576,sedang,0,0,0
tahu balado kering,100.0,245.0,11.5,14.5,18.5,4.5,480.0,1.5,250.5,0.0469,0.0592,0.0755,sedang,0,0,0
tahu bandung,100.0,85.0,8.0,5.0,2.5,0.7,75.0,0.4,87.0,0.0941,0.0588,0.0294,rendah,0,0,0
tahu bulat,100.0,145.0,9.5,8.5,8.5,1.5,280.0,1.0,148.5,0.0655,0.0586,0.0586,sedang,0,0,0
tahu campur lamongan,100.0,235.0,9.5,11.5,25.5,3.5,520.0,2.5,243.5,0.0404,0.0489,0.1085,sedang,0,0,0
tahu campur surabaya,100.0,235.0,9.5,11.5,18.5,3.5,520.0,2.5,215.5,0.0404,0.0489,0.0787,sedang,0,0,0
tahu ciampea,100.0,76.0,8.1,4.8,1.9,0.6,7.0,0.3,83.2,0.1066,0.0632,0.025,rendah,0,0,0
tahu cibuntu,100.0,76.0,8.1,4.8,1.9,0.6,7.0,0.3,83.2,0.1066,0.0632,0.025,rendah,0,0,0
tahu cina,100.0,76.0,8.1,4.8,1.9,0.6,7.0,0.3,83.2,0.1066,0.0632,0.025,rendah,0,0,0
tahu fantasi,100.0,195.0,11.5,9.5,14.5,2.5,420.0,1.5,189.5,0.059,0.0487,0.0744,sedang,0,0,0
tahu gejrot,100.0,95.0,5.5,4.5,9.5,4.5,620.0,1.5,100.5,0.0579,0.0474,0.1,rendah,0,0,1
tahu gejrot cirebon,100.0,95.0,5.5,4.5,9.5,4.5,620.0,1.5,100.5,0.0579,0.0474,0.1,rendah,0,0,1
tahu gimbal semarang,100.0,245.0,11.5,11.5,25.5,3.5,580.0,2.5,251.5,0.0469,0.0469,0.1041,sedang,0,0,0
tahu gunting,100.0,115.0,8.5,6.5,6.5,1.5,320.0,1.5,118.5,0.0739,0.0565,0.0565,sedang,0,0,0
tahu isi,100.0,185.0,8.5,10.5,15.5,2.0,420.0,2.0,190.5,0.0459,0.0568,0.0838,sedang,0,0,0
tahu jeletot bekasi,100.0,215.0,10.5,11.5,16.5,2.5,510.0,2.5,211.5,0.0488,0.0535,0.0767,sedang,0,0,0
tahu jombang,100.0,76.0,8.1,4.8,1.9,0.6,7.0,0.3,83.2,0.1066,0.0632,0.025,rendah,0,0,0
tahu kecap,100.0,145.0,9.5,6.5,12.5,6.5,720.0,1.0,146.5,0.0655,0.0448,0.0862,sedang,0,0,1
tahu kediri,100.0,92.0,8.5,5.2,2.8,0.6,95.0,0.5,92.0,0.0924,0.0565,0.0304,rendah,0,0,0
tahu kong,100.0,105.0,9.0,6.0,4.5,0.8,85.0,0.5,108.0,0.0857,0.0571,0.0429,sedang,0,0,0
tahu kuah pedas,100.0,165.0,9.5,7.5,12.5,2.5,580.0,1.0,155.5,0.0576,0.0455,0.0758,sedang,0,0,0
tahu kulit,100.0,135.0,9.0,9.5,3.5,1.0,15.0,0.6,135.5,0.0667,0.0704,0.0259,sedang,0,0,0
tahu kupat magelang,100.0,245.0,9.5,7.5,32.5,3.5,580.0,2.0,235.5,0.0388,0.0306,0.1327,sedang,0,0,0
tahu lontong,100.0,215.0,9.5,7.5,28.5,2.5,480.0,2.0,219.5,0.0442,0.0349,0.1326,sedang,0,0,0
tahu petis,100.0,135.0,9.0,6.5,10.0,3.0,600.0,1.0,134.5,0.0667,0.0481,0.0741,sedang,0,0,1
tahu pong,100.0,95.0,8.5,5.5,2.5,0.8,12.0,0.5,93.5,0.0895,0.0579,0.0263,rendah,0,0,0
tahu pong banyumas,100.0,95.0,8.5,5.5,2.5,0.8,12.0,0.5,93.5,0.0895,0.0579,0.0263,rendah,0,0,0
tahu pong jepara,100.0,95.0,8.5,5.5,2.5,0.8,12.0,0.5,93.5,0.0895,0.0579,0.0263,rendah,0,0,0
tahu putih,100.0,76.0,8.1,4.8,1.9,0.6,7.0,0.3,83.2,0.1066,0.0632,0.025,rendah,0,0,0
tahu serasi bandungan,100.0,80.0,8.0,5.0,2.0,0.6,10.0,0.4,85.0,0.1,0.0625,0.025,rendah,0,0,0
tahu solo,100.0,76.0,8.1,4.8,1.9,0.6,7.0,0.3,83.2,0.1066,0.0632,0.025,rendah,0,0,0
tahu sumedang,100.0,95.0,8.5,5.5,3.5,0.5,95.0,0.5,97.5,0.0895,0.0579,0.0368,rendah,0,0,0
tahu sutra,100.0,61.0,6.5,3.5,1.5,0.5,5.0,0.2,63.5,0.1066,0.0574,0.0246,rendah,0,0,0
tahu sutra goreng,100.0,215.0,9.5,14.5,12.5,1.5,380.0,1.0,218.5,0.0442,0.0674,0.0581,sedang,0,0,0
tahu sutra kuah,100.0,95.0,8.5,5.5,4.5,0.8,480.0,0.5,101.5,0.0895,0.0579,0.0474,rendah,0,0,0
tahu tegal,100.0,88.0,8.2,5.2,2.6,0.7,85.0,0.4,90.0,0.0932,0.0591,0.0295,rendah,0,0,0
tahu tek-tek,100.0,235.0,11.5,11.5,22.5,3.5,580.0,2.5,239.5,0.0489,0.0489,0.0957,sedang,0,0,0
tahu telor surabaya,100.0,285.0,13.5,16.5,22.5,4.5,510.0,2.0,292.5,0.0474,0.0579,0.0789,sedang,0,0,0
tahu telur surabaya,100.0,285.0,13.5,16.5,22.5,4.5,510.0,2.0,292.5,0.0474,0.0579,0.0789,sedang,0,0,0
tahu walik banyumas,100.0,165.0,11.0,9.5,9.5,1.5,380.0,1.5,167.5,0.0667,0.0576,0.0576,sedang,0,0,0
tahu yun yi,100.0,75.0,7.5,4.5,2.2,0.5,8.0,0.3,79.3,0.1,0.06,0.0293,rendah,0,0,0
tahu yun yi pontianak,100.0,95.0,8.5,5.5,3.5,0.8,95.0,0.5,97.5,0.0895,0.0579,0.0368,rendah,0,0,0
talas beneng banten,100.0,115.0,1.6,0.2,27.0,0.5,12.0,4.2,116.2,0.0139,0.0017,0.2348,sedang,0,0,0
talas bogor,100.0,112.0,1.5,0.2,26.5,0.4,11.0,4.1,113.8,0.0134,0.0018,0.2366,sedang,0,0,0
tapa kolo,100.0,245.0,5.5,6.5,38.5,2.5,380.0,1.5,234.5,0.0224,0.0265,0.1571,sedang,0,0,0
tape ketan,100.0,175.0,2.5,0.5,38.5,14.5,25.0,0.8,168.5,0.0143,0.0029,0.22,sedang,0,0,0
tape ketan hitam,100.0,175.0,2.5,0.5,38.5,14.5,25.0,0.8,168.5,0.0143,0.0029,0.22,sedang,0,0,0
tape ketan ungu peuyeum,100.0,175.0,2.5,0.5,38.5,14.5,25.0,0.8,168.5,0.0143,0.0029,0.22,sedang,0,0,0
tape singkong,100.0,145.0,1.0,0.5,33.5,12.5,8.0,1.2,142.5,0.0069,0.0034,0.231,sedang,0,0,0
tape uli,100.0,215.0,3.5,4.5,38.5,14.5,25.0,1.5,208.5,0.0163,0.0209,0.1791,sedang,0,0,0
tauco,100.0,166.0,12.5,4.8,18.5,4.5,1850.0,3.8,167.2,0.0753,0.0289,0.1114,sedang,0,0,1
tauge kacang hijau,100.0,30.0,3.0,0.2,5.9,4.1,6.0,1.8,37.4,0.1,0.0067,0.1967,rendah,0,0,0
teh hijau,100.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,rendah,0,0,0
teh manis dingin,100.0,95.0,0.3,0.1,22.5,22.5,8.0,0.1,92.1,0.0032,0.0011,0.2368,rendah,0,0,0
teh oolong,100.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,rendah,0,0,0
teh poci gula batu,100.0,75.0,0.3,0.1,18.5,16.5,8.0,0.1,76.1,0.004,0.0013,0.2467,rendah,0,0,0
teh poci tegal,100.0,75.0,0.3,0.1,18.5,16.5,8.0,0.1,76.1,0.004,0.0013,0.2467,rendah,0,0,0
teh tarik panas,100.0,145.0,4.5,5.5,18.5,16.5,65.0,0.3,141.5,0.031,0.0379,0.1276,sedang,0,0,0
teh telur minang,100.0,165.0,8.5,6.5,18.5,14.5,95.0,0.5,166.5,0.0515,0.0394,0.1121,sedang,0,0,0
tekwan palembang,100.0,142.0,9.1,3.2,20.4,1.0,540.0,0.5,146.8,0.0641,0.0225,0.1437,sedang,0,0,0
telur asin,100.0,195.0,13.5,14.0,1.5,0.5,1520.0,0.0,186.0,0.0692,0.0718,0.0077,sedang,0,0,1
telur asin gulai,100.0,245.0,12.5,16.5,9.5,2.5,1850.0,1.0,236.5,0.051,0.0673,0.0388,sedang,0,0,1
telur ayam,100.0,155.0,13.0,11.0,1.1,1.1,124.0,0.0,155.4,0.0839,0.071,0.0071,sedang,0,0,0
telur ayam kampung,100.0,162.0,12.8,11.5,1.0,1.0,120.0,0.0,158.7,0.079,0.071,0.0062,sedang,0,0,0
telur balado,100.0,215.0,11.5,12.5,14.5,4.5,580.0,1.5,216.5,0.0535,0.0581,0.0674,sedang,0,0,0
telur bebek,100.0,185.0,12.8,13.8,1.5,1.0,146.0,0.0,181.4,0.0692,0.0746,0.0081,sedang,0,0,0
telur bumbu bali,100.0,245.0,11.5,16.5,12.5,4.5,580.0,1.5,244.5,0.0469,0.0673,0.051,sedang,0,0,0
telur ceplok kecap,100.0,195.0,11.5,11.5,12.5,8.5,720.0,0.5,199.5,0.059,0.059,0.0641,sedang,0,0,1
telur dadar tebal,100.0,215.0,12.5,14.5,8.5,1.0,320.0,0.5,214.5,0.0581,0.0674,0.0395,sedang,0,0,0
telur kecap,100.0,195.0,11.5,11.5,12.5,8.5,720.0,0.5,199.5,0.059,0.059,0.0641,sedang,0,0,1
telur mata sapi,100.0,165.0,11.5,11.5,4.5,1.0,145.0,0.5,167.5,0.0697,0.0697,0.0273,sedang,0,0,0
telur mata sapi setengah matang,100.0,145.0,11.5,9.5,1.5,1.0,145.0,0.0,137.5,0.0793,0.0655,0.0103,sedang,0,0,0
telur orak-arik,100.0,165.0,11.5,11.5,4.5,1.0,320.0,0.5,167.5,0.0697,0.0697,0.0273,sedang,0,0,0
telur petis,100.0,215.0,11.5,12.5,12.5,4.5,720.0,1.0,208.5,0.0535,0.0581,0.0581,sedang,0,0,1
telur puyuh,100.0,158.0,13.0,11.0,0.4,0.4,141.0,0.0,152.6,0.0823,0.0696,0.0025,sedang,0,0,0
tempe bacem,100.0,235.0,14.0,10.5,22.5,8.5,420.0,5.0,240.5,0.0596,0.0447,0.0957,sedang,0,1,0
tempe benguk,100.0,195.0,16.0,9.5,14.5,2.5,22.0,7.5,207.5,0.0821,0.0487,0.0744,sedang,1,1,0
tempe besengek,100.0,245.0,14.5,14.5,14.5,4.5,480.0,4.5,246.5,0.0592,0.0592,0.0592,sedang,0,0,0
tempe boyolali,100.0,193.0,19.0,11.0,9.4,2.4,9.0,9.0,212.6,0.0984,0.057,0.0487,sedang,1,1,0
tempe cilacap,100.0,193.0,19.0,11.0,9.4,2.4,9.0,9.0,212.6,0.0984,0.057,0.0487,sedang,1,1,0
tempe gembus,100.0,145.0,11.5,4.5,14.5,1.5,22.0,5.5,144.5,0.0793,0.031,0.1,sedang,0,1,0
tempe gethuk,100.0,285.0,14.5,12.5,28.5,14.5,480.0,4.5,284.5,0.0509,0.0439,0.1,sedang,0,0,0
tempe goreng kering,100.0,425.0,22.5,18.5,38.5,8.5,580.0,9.5,410.5,0.0529,0.0435,0.0906,tinggi,1,1,0
tempe goreng krispy,100.0,235.0,12.5,13.5,18.5,1.5,420.0,4.5,245.5,0.0532,0.0574,0.0787,sedang,0,0,0
tempe goreng tepung,100.0,225.0,12.0,13.5,15.5,1.75,400.0,4.0,231.5,0.0533,0.06,0.0689,sedang,0,0,0
tempe kacang hijau,100.0,170.0,14.5,5.5,15.5,2.5,18.0,6.5,169.5,0.0853,0.0324,0.0912,sedang,0,1,0
tempe kacang merah,100.0,165.0,12.5,5.5,15.5,2.5,20.0,6.5,161.5,0.0758,0.0333,0.0939,sedang,0,1,0
tempe kedelai,100.0,193.0,19.0,11.0,9.4,2.4,9.0,9.0,212.6,0.0984,0.057,0.0487,sedang,1,1,0
tempe kediri,100.0,193.0,19.0,11.0,9.4,2.4,9.0,9.0,212.6,0.0984,0.057,0.0487,sedang,1,1,0
tempe kemangi,100.0,215.0,12.5,12.5,12.5,1.5,480.0,4.8,212.5,0.0581,0.0581,0.0581,sedang,0,0,0
tempe kemul wonosobo,100.0,225.0,12.5,12.0,16.5,1.5,420.0,4.5,224.0,0.0556,0.0533,0.0733,sedang,0,0,0
tempe kering,100.0,425.0,22.5,18.5,38.5,8.5,580.0,9.5,410.5,0.0529,0.0435,0.0906,tinggi,1,1,0
tempe koro,100.0,175.0,13.5,7.5,14.0,2.0,18.0,7.0,177.5,0.0771,0.0429,0.08,sedang,0,1,0
tempe lalapan,100.0,195.0,12.5,11.0,9.5,2.0,380.0,4.5,187.0,0.0641,0.0564,0.0487,sedang,0,0,0
tempe lamtoro,100.0,180.0,14.5,8.5,12.5,2.0,18.0,6.5,184.5,0.0806,0.0472,0.0694,sedang,0,1,0
tempe malang,100.0,193.0,19.0,11.0,9.4,2.4,9.0,9.0,212.6,0.0984,0.057,0.0487,sedang,1,1,0
tempe mendoan,100.0,215.0,12.5,12.5,14.5,1.5,380.0,4.5,220.5,0.0581,0.0581,0.0674,sedang,0,0,0
tempe mojokerto,100.0,193.0,19.0,11.0,9.4,2.4,9.0,9.0,212.6,0.0984,0.057,0.0487,sedang,1,1,0
tempe orek,100.0,245.0,14.5,12.5,18.5,5.5,480.0,5.5,244.5,0.0592,0.051,0.0755,sedang,0,1,0
tempe oseng,100.0,215.0,12.5,11.5,14.5,2.0,480.0,4.5,211.5,0.0581,0.0535,0.0674,sedang,0,0,0
tempe pekalongan,100.0,193.0,19.0,11.0,9.4,2.4,9.0,9.0,212.6,0.0984,0.057,0.0487,sedang,1,1,0
tempe penyet,100.0,215.0,13.0,12.5,14.0,2.0,480.0,4.8,220.5,0.0605,0.0581,0.0651,sedang,0,0,0
tempe penyet sambal,100.0,235.0,13.0,12.5,18.0,2.0,580.0,4.8,236.5,0.0553,0.0532,0.0766,sedang,0,0,0
tempe sambal balado,100.0,235.0,13.5,13.5,14.5,4.5,480.0,4.5,233.5,0.0574,0.0574,0.0617,sedang,0,0,0
tempe semangit,100.0,195.0,18.5,11.5,9.5,2.0,12.0,8.5,215.5,0.0949,0.059,0.0487,sedang,1,1,0
tempoyak,100.0,175.0,4.5,7.5,22.5,8.5,280.0,3.5,175.5,0.0257,0.0429,0.1286,sedang,0,0,0
temu giring,100.0,185.0,5.0,6.5,35.5,2.5,30.0,14.5,220.5,0.027,0.0351,0.1919,sedang,0,1,0
temu ireng,100.0,75.0,2.5,0.5,17.0,0.0,6.0,2.8,82.5,0.0333,0.0067,0.2267,rendah,0,0,0
temu kunci,100.0,72.0,2.2,0.6,16.5,0.0,7.0,2.5,80.2,0.0306,0.0083,0.2292,rendah,0,0,0
temu lawak,100.0,215.0,5.5,7.5,42.5,2.5,35.0,18.5,259.5,0.0256,0.0349,0.1977,sedang,0,1,0
temu mangga,100.0,165.0,4.5,5.5,32.5,2.5,28.0,12.5,197.5,0.0273,0.0333,0.197,sedang,0,1,0
temu putih,100.0,175.0,4.5,6.0,33.5,2.5,28.0,13.5,206.0,0.0257,0.0343,0.1914,sedang,0,1,0
tepung beras merah,100.0,357.0,7.0,2.8,76.1,0.7,8.0,4.6,357.6,0.0196,0.0078,0.2132,tinggi,0,0,0
tepung beras putih,100.0,366.0,6.0,1.4,80.1,0.1,0.0,2.4,357.0,0.0164,0.0038,0.2189,tinggi,0,0,0
tepung bumbu balado,100.0,345.0,8.5,4.5,65.5,5.5,1850.0,5.5,336.5,0.0246,0.013,0.1899,tinggi,0,1,1
tepung gandum utuh,100.0,340.0,13.2,2.5,71.9,0.4,2.0,10.7,362.9,0.0388,0.0074,0.2115,tinggi,0,1,0
tepung jagung maizena,100.0,381.0,0.3,0.1,91.3,0.0,9.0,0.9,367.3,0.0008,0.0003,0.2396,tinggi,0,0,0
tepung kacang hijau halus,100.0,347.0,23.9,1.1,62.6,6.6,15.0,16.3,355.9,0.0689,0.0032,0.1804,tinggi,1,1,0
tepung kanji,100.0,358.0,0.2,0.0,88.7,3.4,1.0,0.9,355.6,0.0006,0.0,0.2478,tinggi,0,0,0
tepung kedelai halus,100.0,446.0,36.5,19.9,30.2,7.3,2.0,9.3,445.9,0.0818,0.0446,0.0677,tinggi,1,1,0
tepung ketan putih,100.0,363.0,7.0,1.0,79.9,0.5,0.0,1.0,356.6,0.0193,0.0028,0.2201,tinggi,0,0,0
tepung mocaf,100.0,358.0,1.2,0.5,87.5,1.5,8.0,2.5,359.3,0.0034,0.0014,0.2444,tinggi,0,0,0
tepung pisang,100.0,340.0,4.5,0.7,79.0,18.5,5.0,7.0,340.3,0.0132,0.0021,0.2324,tinggi,0,1,0
tepung roti panir,100.0,395.0,13.5,5.3,71.8,5.6,732.0,4.5,388.9,0.0342,0.0134,0.1818,tinggi,0,0,1
tepung sagu murni,100.0,355.0,0.2,0.2,88.0,0.0,5.0,0.0,354.6,0.0006,0.0006,0.2479,tinggi,0,0,0
tepung singkong,100.0,358.0,1.2,0.5,88.0,1.5,8.0,1.5,361.3,0.0034,0.0014,0.2458,tinggi,0,0,0
tepung sukun,100.0,345.0,4.0,0.5,80.5,9.5,8.0,6.5,342.5,0.0116,0.0014,0.2333,tinggi,0,1,0
tepung talas,100.0,340.0,5.0,1.0,78.0,0.5,12.0,6.0,341.0,0.0147,0.0029,0.2294,tinggi,0,1,0
tepung tapioka,100.0,358.0,0.2,0.0,88.7,3.4,1.0,0.9,355.6,0.0006,0.0,0.2478,tinggi,0,0,0
tepung terigu protein rendah,100.0,364.0,9.5,1.0,77.0,0.3,2.0,2.7,355.0,0.0261,0.0027,0.2115,tinggi,0,0,0
tepung terigu protein sedang,100.0,364.0,11.0,1.0,76.0,0.3,2.0,2.7,357.0,0.0302,0.0027,0.2088,tinggi,0,0,0
tepung terigu protein tinggi,100.0,364.0,14.0,1.5,73.5,0.4,2.0,2.7,363.5,0.0385,0.0041,0.2019,tinggi,0,0,0
terang bulan,100.0,425.0,7.5,18.5,58.5,18.5,285.0,1.5,430.5,0.0176,0.0435,0.1376,tinggi,0,0,0
terasi,100.0,225.0,24.8,3.8,23.5,2.0,2014.0,3.0,227.4,0.1102,0.0169,0.1044,sedang,1,0,1
